Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20,0,244.621,418.77,236.174,7.88431,539.525,221.231,-145.983,422.336,238.202,-12.0444,284.357,218.819,238.878,419.137,139.007,184.312,537.421,157.209,-82.3357,540.442,155.724,-139.545,421.409,146.469,99.2274,558.988,480.784,-26.6334,560.95,526.35,-122.41,542.004,461.028,46.0267,489.494,571.702,57.1274,355.363,625.09,56.0109,282.177,486.873,7.64039,265.014,372.58,104.73,270.252,371.858,40.3996,562.811,404.986,142.681,501.592,773.441,52.1784,598.574,822.964,-34.548,496.321,775.488,35.2698,388.09,752.085,48.3863,441.302,864.713
21,0,244.612,418.732,236.156,7.88098,539.503,221.267,-145.961,422.269,238.174,-12.0247,284.323,218.808,238.87,419.112,138.979,184.313,537.417,157.244,-82.3441,540.427,155.768,-139.537,421.376,146.449,99.2145,558.996,480.792,-26.6618,560.97,526.355,-122.432,542.028,461.02,45.9887,489.563,571.715,57.0996,355.366,625.101,55.994,282.186,486.883,7.63255,265.023,372.578,104.755,269.964,372.48,40.394,562.833,404.994,142.637,501.486,773.474,52.1675,598.468,823.065,-34.5736,496.25,775.507,35.2207,388.02,752.054,48.3426,441.144,864.707
22,0,244.596,418.658,236.091,7.87418,539.486,221.295,-145.959,422.258,238.165,-12.0175,284.291,218.796,238.852,419.067,138.91,184.309,537.393,157.273,-82.3485,540.423,155.807,-139.527,421.348,146.435,99.1978,559.015,480.808,-26.6862,560.986,526.354,-122.449,542.052,461.004,45.9805,489.625,571.729,57.0674,355.362,625.098,55.9632,282.183,486.914,7.61825,265.013,372.594,104.746,269.969,372.492,40.4012,562.851,404.997,142.604,501.391,773.499,52.1498,598.358,823.156,-34.6036,496.197,775.523,35.1674,387.956,752.025,48.2988,441,864.703
23,0,244.599,418.653,236.107,7.88857,539.48,221.315,-145.963,422.29,238.19,-12.0062,284.274,218.778,238.846,419.059,138.88,184.326,537.401,157.295,-82.3424,540.425,155.82,-139.529,421.366,146.458,99.1858,559.029,480.82,-26.7019,560.998,526.342,-122.454,542.061,460.968,45.9642,489.679,571.734,57.0275,355.369,625.099,55.9426,282.196,486.924,7.61808,265.014,372.61,104.754,269.967,372.513,40.4189,562.873,405.007,142.596,501.328,773.541,52.1439,598.27,823.241,-34.633,496.142,775.548,35.121,387.917,751.971,48.2661,440.89,864.706
24,0,244.619,418.67,236.131,7.91575,539.455,221.293,-145.957,422.293,238.2,-12.0016,284.268,218.777,238.879,419.077,138.925,184.344,537.419,157.323,-82.3254,540.416,155.804,-139.523,421.355,146.466,99.177,559.037,480.813,-26.7141,561.018,526.316,-122.457,542.074,460.93,45.9315,489.749,571.718,56.9994,355.382,625.106,55.9336,282.22,486.926,7.62364,265.021,372.627,104.757,269.988,372.528,40.4212,562.874,404.998,142.582,501.258,773.561,52.1418,598.18,823.335,-34.6548,496.083,775.578,35.0657,387.863,751.954,48.2413,440.796,864.711
25,0,244.63,418.665,236.107,7.92979,539.414,221.245,-145.934,422.265,238.189,-11.9917,284.26,218.781,238.892,419.078,138.935,184.343,537.396,157.292,-82.3232,540.408,155.799,-139.511,421.336,146.441,99.1736,559.052,480.817,-26.7284,561.032,526.288,-122.455,542.085,460.89,45.9208,489.797,571.724,56.9647,355.391,625.12,55.9148,282.232,486.939,7.63775,265.04,372.602,104.762,269.982,372.545,40.4167,562.893,404.99,142.553,501.176,773.576,52.1348,598.086,823.415,-34.6858,496.036,775.602,35.0109,387.809,751.941,48.2099,440.7,864.705
26,0,244.638,418.633,236.064,7.93944,539.401,221.237,-145.939,422.309,238.219,-11.9849,284.262,218.796,238.9,419.049,138.904,184.362,537.391,157.287,-82.3072,540.413,155.79,-139.509,421.354,146.465,99.1776,559.048,480.809,-26.732,561.062,526.281,-122.458,542.12,460.865,45.9011,489.837,571.724,56.9427,355.402,625.1,55.9049,282.248,486.925,7.63073,265.064,372.563,104.759,269.998,372.529,40.4267,562.928,404.982,142.524,501.103,773.611,52.1238,598.012,823.489,-34.7163,496.008,775.638,34.9711,387.788,751.88,48.1818,440.611,864.699
27,0,244.652,418.657,236.12,7.95953,539.437,221.261,-145.923,422.322,238.224,-11.9874,284.272,218.785,238.906,419.051,138.921,184.376,537.407,157.313,-82.2828,540.423,155.774,-139.496,421.368,146.489,99.1798,559.072,480.818,-26.7339,561.098,526.267,-122.458,542.171,460.843,45.8738,489.88,571.715,56.9169,355.435,625.074,55.8767,282.276,486.917,7.61359,265.09,372.58,104.743,270,372.547,40.4326,562.984,404.999,142.495,501.056,773.632,52.1219,597.958,823.559,-34.7353,495.988,775.656,34.924,387.782,751.834,48.1303,440.539,864.718
28,0,244.644,418.65,236.107,7.963,539.448,221.27,-145.915,422.318,238.207,-11.9742,284.261,218.813,238.916,419.045,138.925,184.376,537.399,157.305,-82.276,540.426,155.774,-139.48,421.359,146.449,99.1723,559.101,480.822,-26.7429,561.151,526.257,-122.458,542.238,460.817,45.8748,489.933,571.701,56.8898,355.45,625.076,55.8442,282.295,486.925,7.59663,265.122,372.571,104.733,270.026,372.528,40.4394,563.019,404.985,142.469,501.027,773.654,52.1156,597.916,823.62,-34.7529,495.976,775.668,34.8833,387.776,751.796,48.0656,440.466,864.727
29,0,244.628,418.608,236.073,7.96524,539.475,221.285,-145.908,422.339,238.2,-11.9786,284.273,218.807,238.896,419.015,138.886,184.373,537.405,157.311,-82.2759,540.451,155.801,-139.477,421.391,146.46,99.1726,559.129,480.808,-26.7495,561.217,526.237,-122.463,542.311,460.787,45.8825,490.027,571.709,56.8532,355.491,625.085,55.8098,282.326,486.921,7.57257,265.161,372.527,104.653,270.323,371.944,40.4354,563.069,404.983,142.438,500.989,773.671,52.1087,597.886,823.677,-34.7789,495.987,775.688,34.8438,387.771,751.771,48.0112,440.42,864.73
