Devices
1000
,,Seat Plate - Force,,,Seat Plate - Moment,,,Seat Plate - CoP,,,Foot Plate - Force,,,Foot Plate - Moment,,,Foot Plate - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
6,0,-10.842,1.93634,-590.529,-212137,6004.16,4760.92,60.1674,437.847,7.86,4.21662,-0.407408,-158.632,363.191,-1698.49,4422.68,85.2929,782.711,-478
6,1,-10.2316,0.105289,-592.971,-215158,4905.53,5859.56,58.2728,441.463,7.86,3.60626,-1.01776,-161.684,-94.5728,-1973.14,1950.76,83.7963,785.585,-478
6,2,-8.0954,-0.199887,-592.36,-215707,4722.43,5584.9,57.9722,442.764,7.86,3.60626,-7.42645,-161.074,-277.678,-599.852,1676.1,92.2759,786.724,-478
6,3,-9.01092,-3.55682,-591.14,-214884,4905.53,5310.24,58.2984,442.122,7.86,3.30109,-2.23846,-163.515,-552.336,-2247.8,440.138,82.2533,788.378,-478
6,4,-9.92645,1.02082,-589.919,-212961,5271.74,5722.23,58.9364,439.615,7.86,4.52179,-1.93329,-160.463,637.849,-3071.78,1676.1,76.8568,781.025,-478
6,5,-9.3161,0.410464,-591.75,-215158,4905.53,6683.53,58.2899,442.212,7.86,3.91144,2.64435,-161.684,-460.784,-3071.78,1401.44,77.0014,787.85,-478
6,6,-9.62127,0.410465,-593.581,-216257,5088.64,4898.25,58.5728,442.941,7.86,3.91144,-0.712584,-155.58,-369.231,-874.511,2225.42,90.379,787.373,-478
6,7,-12.3679,0.105289,-591.75,-214334,4905.53,5310.24,58.2899,440.819,7.86,2.38556,1.42365,-158.632,-1742.52,-1973.14,2500.07,83.5615,795.985,-478
6,8,-9.92645,-0.810239,-592.971,-213785,4813.98,3936.95,58.1184,439.147,7.86,3.60626,0.813295,-160.463,-552.336,-1698.49,2362.75,85.4151,788.442,-478
6,9,-8.70575,0.410464,-591.75,-215433,4173.11,5996.89,57.0522,442.676,7.86,2.69074,0.508119,-159.853,-94.5728,-1698.49,2088.09,85.3747,785.592,-478
7,0,-7.79022,-0.199887,-591.75,-214609,4813.98,5996.89,58.1352,441.283,7.86,7.57355,-0.102233,-152.529,-460.784,-2247.8,1950.76,81.2631,788.021,-478
7,1,-10.2316,0.410465,-585.036,-213785,5363.29,5584.9,59.1675,444.037,7.86,3.91144,2.034,-158.632,820.955,-3895.75,2225.42,71.4416,779.825,-478
7,2,-11.1472,-0.810238,-591.14,-214609,3990,6820.86,56.7497,441.658,7.86,4.52179,1.42365,-154.97,-186.126,-1973.14,2637.4,83.2676,786.201,-478
7,3,-9.92645,-0.810239,-591.75,-216257,4813.98,4211.61,58.1352,444.068,7.86,4.52179,1.42365,-154.97,271.638,-2247.8,2500.07,81.4953,783.247,-478
7,4,-11.4523,0.105289,-589.919,-214884,4630.87,4486.27,57.85,442.875,7.86,5.43732,-1.62811,-156.191,-277.678,-1973.14,2088.09,83.3671,786.778,-478
7,5,-10.2316,-2.64129,-587.477,-214884,4997.08,5447.57,58.506,444.388,7.86,3.60626,1.11847,-161.684,-186.126,-7466.31,2637.4,49.8216,786.151,-478
7,6,-10.842,-0.199887,-591.14,-215982,2891.37,5447.57,54.8912,443.981,7.86,4.21662,0.508119,-157.411,-643.889,-1698.49,440.138,85.2099,789.091,-478
7,7,-9.92645,0.71564,-594.191,-215158,4813.98,6134.22,58.1017,440.718,7.86,4.52179,0.202943,-161.074,-369.231,-2522.46,2500.07,80.3397,787.292,-478
7,8,-10.2316,0.105289,-589.919,-214609,5363.29,5035.58,59.0916,442.409,7.86,3.91144,-0.407408,-159.243,-552.336,224.122,1676.1,97.4074,788.469,-478
7,9,-11.4523,-1.42059,-591.75,-215158,4630.87,4760.92,57.8257,442.212,7.86,2.38556,-0.712584,-165.346,-735.442,-1973.14,4285.35,84.0666,789.448,-478
8,0,-9.92645,0.71564,-592.36,-217355,4722.43,5584.9,57.9722,445.546,7.86,2.38556,-1.01776,-159.853,-1467.86,-325.194,2088.09,93.9657,794.183,-478
8,1,-9.62127,0.71564,-591.14,-215158,4630.87,4760.92,57.8338,442.587,7.86,3.91144,-2.23846,-158.632,-277.678,-1149.17,2225.42,88.7558,786.75,-478
