Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20,0,248.267,348.592,233.776,21.497,487.527,219.331,-141.194,381.68,233.851,-18.373,234.246,215.566,242.525,352.979,141.717,197.346,472.149,155.841,-68.3375,495.365,153.144,,,,114.685,503.632,480.933,-9.68607,512.84,529.699,-107.705,502.972,466.065,55.0053,440.665,572.202,56.9437,302.504,621.567,52.8216,230.864,481.373,0.800335,220.182,366.996,98.0439,218.929,364.125,55.4564,511.363,405.588,157.317,426.318,777.471,74.6049,523.218,839.166,-20.1605,432.03,785.198,41.7738,322.421,749.362,61.6429,363.531,865.703
21,0,248.313,348.554,233.773,21.5156,487.5,219.324,-141.181,381.673,233.852,-18.3719,234.242,215.545,242.596,352.963,141.725,197.375,472.117,155.851,-68.3232,495.36,153.145,,,,114.719,503.58,480.926,-9.65905,512.786,529.706,-107.678,502.912,466.081,55.0223,440.615,572.211,56.9656,302.451,621.543,52.8326,230.825,481.35,0.805498,220.154,366.995,98.0545,218.907,364.087,55.4793,511.33,405.605,157.357,426.287,777.456,74.6355,523.172,839.147,-20.1295,431.973,785.195,41.8252,322.369,749.365,61.7149,363.475,865.705
22,0,248.358,348.506,233.759,21.5332,487.466,219.325,-141.169,381.653,233.832,-18.3727,234.221,215.541,242.649,352.926,141.713,197.397,472.075,155.84,-68.3165,495.336,153.144,,,,114.747,503.543,480.929,-9.62847,512.735,529.724,-107.648,502.841,466.09,55.0584,440.572,572.204,56.9953,302.398,621.547,52.8487,230.793,481.336,0.820425,220.144,366.959,98.0598,218.9,364.064,55.5036,511.277,405.613,157.421,426.263,777.435,74.6729,523.137,839.128,-20.0945,431.913,785.206,41.8739,322.327,749.376,61.7862,363.431,865.717
23,0,248.389,348.464,233.765,21.5459,487.441,219.327,-141.086,381.321,234.027,-18.3542,234.204,215.567,242.666,352.923,141.708,197.412,472.055,155.826,-68.307,495.317,153.136,,,,114.766,503.5,480.935,-9.60133,512.68,529.751,-107.642,502.764,466.126,55.0785,440.526,572.201,57.0194,302.34,621.555,52.8724,230.758,481.329,0.845845,220.119,366.954,98.0849,218.881,364.025,55.5194,511.24,405.635,157.477,426.227,777.412,74.7079,523.104,839.119,-20.052,431.858,785.225,41.9278,322.273,749.401,61.8451,363.396,865.734
24,0,248.385,348.481,233.761,21.5515,487.447,219.352,-141.144,381.626,233.841,-18.3461,234.177,215.583,242.654,352.91,141.695,197.408,472.065,155.849,-68.3012,495.323,153.169,,,,114.775,503.492,480.96,-9.58977,512.658,529.778,-107.629,502.741,466.162,55.1078,440.501,572.201,57.056,302.286,621.534,52.89,230.723,481.293,0.857941,220.101,366.9,98.0877,218.858,363.995,55.5304,511.236,405.668,157.519,426.207,777.406,74.7396,523.086,839.102,-20.0182,431.82,785.236,41.9736,322.233,749.419,61.8991,363.377,865.745
25,0,248.362,348.48,233.751,21.5425,487.453,219.378,-141.146,381.58,233.867,-18.3433,234.169,215.561,242.616,352.905,141.688,197.393,472.079,155.858,-68.3022,495.31,153.188,,,,114.767,503.484,480.993,-9.59283,512.628,529.805,-107.64,502.741,466.193,55.1361,440.479,572.19,57.0904,302.226,621.54,52.9132,230.687,481.288,0.881126,220.086,366.876,98.0951,218.857,363.968,55.5206,511.234,405.689,157.534,426.177,777.388,74.7671,523.057,839.087,-19.986,431.771,785.255,42.0106,322.191,749.426,61.9356,363.361,865.764
26,0,248.32,348.469,233.756,21.5301,487.459,219.391,-141.142,381.567,233.886,-18.3303,234.142,215.577,242.574,352.932,141.697,197.387,472.081,155.865,-68.3183,495.29,153.196,,,,114.755,503.46,481.014,-9.59467,512.608,529.829,-107.646,502.693,466.228,55.1493,440.475,572.168,57.1206,302.169,621.55,52.9373,230.657,481.311,0.90443,220.066,366.862,98.1157,218.825,363.979,55.5005,511.227,405.719,157.546,426.143,777.372,74.7978,523.03,839.077,-19.9489,431.737,785.268,42.0534,322.144,749.444,61.9757,363.343,865.779
27,0,248.303,348.476,233.738,21.5298,487.472,219.41,-141.158,381.589,233.892,-18.3284,234.133,215.582,242.552,352.901,141.684,197.381,472.097,155.877,-68.3116,495.309,153.218,,,,114.757,503.444,481.021,-9.5865,512.592,529.842,-107.612,502.753,466.214,54.9728,440.326,572.537,57.1445,302.127,621.559,52.9551,230.635,481.295,0.92565,220.051,366.858,98.1331,218.804,363.991,55.4974,511.218,405.73,157.574,426.112,777.364,74.8337,523.008,839.063,-19.9197,431.714,785.272,42.0892,322.114,749.452,62.012,363.33,865.783
28,0,248.324,348.449,233.755,21.5426,487.453,219.433,-141.127,381.555,233.862,-18.3329,234.134,215.549,242.569,352.901,141.702,197.397,472.086,155.895,-68.3087,495.298,153.23,,,,114.768,503.419,481.032,-9.5788,512.56,529.862,-107.602,502.734,466.237,54.9893,440.282,572.56,57.1659,302.093,621.561,52.9657,230.622,481.302,0.92107,220.025,366.852,98.146,218.794,363.979,55.5097,511.204,405.756,157.611,426.083,777.355,74.8732,522.971,839.063,-19.8912,431.692,785.284,42.1166,322.09,749.463,62.0518,363.307,865.797
29,0,248.358,348.416,233.762,21.5532,487.438,219.436,-141.121,381.552,233.849,-18.3356,234.123,215.576,242.616,352.896,141.702,197.409,472.064,155.893,-68.29,495.295,153.231,,,,114.784,503.398,481.036,-9.55542,512.526,529.879,-107.614,502.612,466.282,55.0112,440.251,572.57,57.1828,302.063,621.567,52.9773,230.601,481.308,0.931974,220.016,366.862,98.1507,218.787,363.977,55.5307,511.162,405.747,157.666,426.054,777.359,74.9222,522.929,839.07,-19.8973,431.777,785.195,42.1372,322.061,749.486,62.0917,363.28,865.804
